cgpa,aptitude,communication,internship,training,coding,projects,placed
7.46,3,1,0,1,2,1,1
6.19,3,1,1,1,3,2,1
5.89,3,2,1,0,1,0,1
4.83,2,1,0,0,2,0,0
8.66,0,1,1,1,3,1,1
4.4,0,2,1,1,0,3,0
6.56,2,1,1,0,0,2,1
9.9,0,0,1,1,3,2,1
6.13,1,0,0,0,3,1,1
5.03,3,1,0,0,1,0,0
4.54,3,1,0,0,0,0,0
8.48,1,2,1,0,0,1,1
4.4,3,1,0,1,2,2,1
7.16,2,1,0,1,3,1,1
8.53,2,3,1,0,1,1,1
9.24,3,0,1,0,3,0,1
7.79,1,2,0,0,0,0,1
4.6,2,3,0,1,0,1,1
6.88,2,3,1,0,0,1,1
6.47,3,0,0,1,2,3,1
7.07,0,3,0,0,2,3,1
7.74,0,0,1,0,2,1,1
6.11,2,3,1,0,1,3,1
4.34,2,2,0,1,1,0,0
8.22,0,3,0,0,3,3,1
6.25,3,1,0,0,3,1,1
6.67,2,0,0,1,2,0,1
7.04,1,1,1,1,1,1,1
9.37,3,2,0,1,0,0,1
8.96,2,1,0,0,2,1,1
7.35,2,3,1,0,0,0,1
9.29,3,3,0,0,1,3,1
7.61,0,3,1,0,1,3,1
7.43,3,2,0,0,1,2,1
9.53,3,1,1,0,0,0,1
6.2,3,2,0,1,2,1,1
4.27,1,3,0,1,3,2,1
9.88,0,1,0,0,2,3,1
7.16,0,3,0,1,2,3,1
5.78,0,3,1,1,0,3,1
8.78,1,1,0,0,3,2,1
8.4,1,0,1,0,3,0,1
7.22,1,1,1,1,1,0,1
9.8,2,3,1,1,0,2,1
4.7,0,0,1,0,2,3,0
8.42,3,2,0,1,0,3,1
7.12,2,0,0,1,0,2,1
4.5,3,2,0,0,2,1,1
8.06,1,3,1,0,0,0,1
4.29,2,0,1,0,3,1,1
8.01,2,0,0,0,0,2,1
5.45,1,3,1,0,2,0,1
9.79,0,3,1,0,3,0,1
5.23,1,2,1,0,3,2,1
7.69,0,2,0,1,3,0,1
7.56,3,1,1,0,1,3,1
9.11,0,1,1,0,3,0,1
4.45,0,2,1,0,3,3,1
4.15,1,3,0,0,1,2,0
4.85,2,2,0,0,1,2,1
7.79,2,3,1,1,0,3,1
4.93,2,0,1,0,0,2,0
7.41,2,3,0,1,3,3,1
8.22,0,1,0,0,1,3,1
4.72,3,1,1,1,2,1,1
5.92,1,0,1,1,2,1,1
4.23,1,1,1,0,3,0,0
6.46,1,2,1,0,1,2,1
7.24,2,0,0,0,2,2,1
7.55,1,0,0,0,1,3,1
4.03,0,3,0,1,0,1,0
4.94,1,1,1,0,3,0,1
5.23,2,1,1,0,1,0,0
7.74,0,1,1,0,3,1,1
5.0,2,3,0,1,2,3,1
5.54,3,2,0,0,1,1,1
5.63,0,3,0,0,1,0,0
7.79,1,1,0,1,1,2,1
8.54,2,1,1,1,1,3,1
7.57,3,1,1,0,2,1,1
4.82,2,2,0,1,1,2,1
5.63,3,3,0,0,0,2,1
9.56,1,0,1,1,2,2,1
5.67,2,1,1,0,0,0,0
7.58,3,2,0,0,1,2,1
4.11,1,3,1,0,0,2,0
7.41,2,3,1,1,0,0,1
9.97,2,0,0,1,0,0,1
7.05,1,0,1,0,2,3,1
6.92,0,2,0,1,3,0,1
6.91,2,1,0,1,1,2,1
7.22,1,2,0,0,0,3,1
7.06,2,3,0,0,2,3,1
4.6,1,3,0,0,1,1,0
9.45,3,1,0,0,3,0,1
9.88,1,1,1,1,2,0,1
7.54,1,2,1,1,1,1,1
9.93,3,0,0,1,0,3,1
9.37,3,1,1,0,3,3,1
7.2,1,1,0,1,3,1,1
5.68,0,3,1,1,2,0,1
6.06,2,0,0,1,1,3,1
4.65,1,0,0,1,3,3,1
5.44,3,2,0,0,2,1,1
5.17,2,3,1,1,1,0,1
4.27,0,3,1,0,1,1,0
4.93,1,1,1,0,3,1,1
4.64,1,2,1,1,2,3,1
9.9,3,3,0,1,1,2,1
7.1,3,1,1,0,3,1,1
8.77,3,1,1,1,3,2,1
7.02,2,3,0,1,3,3,1
5.36,0,3,0,1,0,3,1
4.34,1,3,1,1,1,0,0
5.74,2,1,1,0,1,3,1
5.74,2,3,1,0,3,1,1
9.34,3,3,0,1,3,2,1
9.94,3,2,1,0,1,3,1
6.1,0,0,0,0,1,3,0
5.81,2,2,0,0,0,1,1
6.37,3,2,1,0,0,1,1
5.4,0,3,1,1,2,0,1
8.3,1,3,1,0,2,0,1
5.23,2,1,1,0,0,3,1
9.35,0,2,0,0,1,2,1
5.08,3,3,1,1,3,0,1
7.17,2,3,1,1,1,2,1
7.02,2,0,0,1,1,0,1
5.34,2,3,1,0,1,3,1
4.68,3,3,0,0,3,3,1
7.62,2,0,1,0,2,0,1
7.15,2,0,0,1,3,0,1
5.95,0,3,1,0,1,1,1
8.93,3,0,0,0,0,2,1
8.63,0,0,1,0,2,1,1
5.21,0,1,1,1,3,3,1
9.78,1,1,0,1,1,0,1
6.5,3,0,1,0,0,0,1
7.88,0,0,1,1,1,0,1
4.12,1,1,0,0,1,0,0
9.38,3,2,0,1,3,0,1
8.78,0,1,0,1,3,0,1
8.56,1,2,0,1,1,2,1
8.28,0,2,0,0,0,2,1
8.26,0,2,1,0,3,2,1
9.66,0,1,1,1,1,3,1
6.41,0,1,0,1,2,2,1
7.98,2,1,1,1,2,1,1
4.68,2,1,0,0,3,2,1
6.61,3,1,1,1,2,0,1
8.41,3,0,0,0,3,3,1
6.19,2,0,0,0,3,1,1
6.96,3,1,1,1,1,0,1
4.45,2,1,0,0,3,1,1
7.35,0,2,1,1,2,3,1
6.33,3,2,1,0,1,2,1
8.57,0,1,1,0,0,3,1
4.12,2,3,0,0,1,0,0
4.52,0,2,0,0,0,0,0
4.46,2,0,1,0,1,3,1
8.08,0,1,0,0,0,2,1
5.27,1,1,0,1,1,1,0
5.96,1,1,1,0,3,3,1
6.71,3,1,1,0,2,3,1
6.35,2,2,1,0,0,0,1
8.54,3,0,0,0,2,0,1
7.16,3,3,1,1,2,2,1
7.14,2,3,1,1,2,2,1
4.5,2,0,1,1,2,2,1
8.24,3,2,0,1,3,3,1
7.33,3,1,0,1,0,3,1
5.96,2,0,0,0,2,1,1
9.85,0,0,1,1,0,1,1
9.67,0,3,0,1,1,2,1
6.42,0,3,0,0,3,2,1
5.77,3,2,1,1,1,2,1
5.23,1,3,1,1,2,3,1
5.02,0,1,0,0,3,1,0
6.19,1,1,1,1,1,0,1
4.62,0,2,0,1,1,0,0
7.06,1,3,0,1,0,1,1
9.24,1,0,1,1,2,3,1
8.47,0,2,1,1,0,2,1
4.95,3,2,0,0,1,0,1
4.62,0,0,0,0,0,1,0
5.64,3,3,0,0,3,1,1
7.77,0,1,0,1,0,3,1
4.44,2,0,1,1,1,1,0
7.25,1,0,0,0,1,1,1
6.15,0,0,0,0,1,0,0
4.14,3,3,1,0,3,2,1
6.66,2,1,1,0,3,0,1
7.0,0,2,0,1,1,2,1
9.0,0,0,1,0,1,3,1
9.03,2,2,0,0,0,0,1
8.47,3,0,0,1,0,1,1
6.43,2,2,1,0,3,2,1
5.74,1,0,0,0,2,0,0
5.68,0,3,1,1,1,0,1
9.92,0,1,1,1,3,0,1
9.78,1,0,0,1,3,0,1
5.1,0,2,0,0,1,1,0
4.43,1,1,1,0,2,1,0
5.24,2,1,1,0,2,3,1
7.22,0,0,0,0,3,2,1
9.21,3,3,0,0,3,3,1
9.86,0,3,1,1,1,2,1
9.63,1,0,1,0,0,2,1
7.85,1,0,1,0,2,3,1
5.03,3,1,1,1,1,0,1
7.56,1,3,0,0,0,2,1
8.63,0,3,1,1,2,2,1
4.61,3,1,1,1,1,1,1
8.73,1,3,1,1,2,1,1
8.83,1,2,1,0,1,0,1
7.34,2,0,0,0,1,2,1
8.89,0,1,0,1,0,3,1
9.43,3,3,0,0,2,2,1
8.67,0,0,0,0,1,1,1
8.17,3,1,0,0,0,0,1
4.25,1,2,0,1,3,3,1
6.34,3,0,1,1,2,2,1
5.18,0,3,1,1,0,2,1
4.17,2,3,0,1,3,1,1
6.46,0,0,1,1,1,0,0
9.7,2,2,0,1,0,1,1
9.99,2,2,1,0,0,3,1
8.83,2,0,0,1,3,2,1
4.75,0,2,1,1,3,3,1
7.45,1,1,0,0,0,3,1
4.76,1,3,1,1,3,3,1
6.61,0,2,0,1,3,3,1
6.91,3,2,0,1,0,1,1
8.67,0,1,1,0,1,2,1
9.02,3,0,1,1,3,3,1
8.96,2,1,1,1,3,1,1
5.24,2,3,0,0,3,3,1
8.81,3,3,1,1,0,3,1
7.51,0,3,0,1,2,3,1
8.49,2,0,0,1,1,2,1
7.62,3,3,1,1,3,3,1
9.95,1,0,0,1,0,2,1
6.69,2,2,0,0,3,1,1
6.02,1,0,0,1,1,0,0
9.67,1,1,1,1,0,3,1
9.47,2,3,0,0,1,0,1
9.1,2,1,0,0,2,0,1
6.82,2,2,0,0,3,2,1
5.19,3,0,1,1,3,0,1
9.59,0,2,1,1,1,1,1
9.46,2,2,1,0,1,2,1
9.31,1,0,0,0,3,1,1
4.42,2,0,0,1,1,3,1
4.62,0,0,0,1,3,0,0
6.65,2,3,1,0,0,2,1
8.72,0,3,0,1,2,3,1
9.54,1,2,0,0,2,2,1
8.69,2,3,0,1,2,0,1
9.77,0,2,0,1,2,2,1
4.08,3,3,1,0,1,1,1
6.02,2,1,1,1,1,2,1
6.21,1,1,1,0,2,3,1
6.29,2,2,1,0,1,2,1
5.59,3,3,0,1,1,1,1
8.31,1,0,0,1,3,1,1
5.11,3,3,1,0,1,3,1
8.03,3,3,1,0,2,2,1
8.87,0,1,1,0,1,0,1
8.46,1,1,0,0,1,3,1
5.78,3,2,0,1,2,2,1
9.19,0,1,1,0,2,2,1
5.6,3,0,0,1,1,2,1
4.41,0,3,1,0,2,3,1
6.57,0,3,0,0,3,2,1
7.9,0,3,1,1,0,2,1
4.01,0,1,0,1,0,0,0
4.02,2,0,0,1,1,1,0
8.58,1,2,1,0,3,2,1
5.1,2,3,1,1,3,2,1
4.7,3,3,0,1,3,2,1
9.43,0,2,1,1,1,3,1
8.45,3,0,1,1,0,0,1
4.01,2,3,0,0,3,1,1
8.03,1,0,0,1,0,3,1
7.84,0,0,1,1,1,1,1
7.48,3,2,0,1,0,2,1
5.27,0,3,0,1,2,3,1
7.58,1,1,1,1,2,0,1
5.08,2,2,1,0,2,3,1
5.5,1,3,1,1,2,3,1
8.41,3,3,1,0,0,1,1
7.09,1,2,1,1,2,2,1
9.33,3,1,0,1,1,2,1
8.73,1,3,1,0,3,2,1
8.49,1,1,1,1,0,2,1
7.08,2,3,0,1,1,0,1
5.09,2,2,1,1,0,1,1
9.77,2,0,0,0,1,1,1
5.81,3,0,0,1,0,1,1
9.14,0,2,1,1,1,1,1
9.35,3,0,1,1,3,2,1
9.19,2,2,0,1,0,0,1
9.26,0,2,1,0,0,0,1
9.66,1,0,1,1,0,1,1
7.0,2,0,0,0,1,3,1
5.31,2,0,1,0,2,0,1
4.98,2,2,0,1,0,2,1
9.41,1,3,1,0,1,0,1
9.52,3,3,1,0,2,2,1
4.79,3,0,0,0,3,2,1
7.62,1,2,1,1,3,1,1
4.18,1,3,0,0,2,3,1
4.37,2,1,1,1,0,2,1
8.71,2,2,1,0,1,0,1
9.74,3,1,0,1,2,2,1
9.07,1,2,1,1,1,1,1
4.27,2,2,0,0,1,2,1
5.88,1,1,1,0,0,0,0
6.71,1,3,0,1,0,0,1
8.07,2,2,1,1,3,1,1
9.79,1,2,0,0,3,3,1
5.03,1,2,0,1,1,0,0
7.5,0,1,1,1,0,0,1
7.24,3,0,0,0,3,2,1
7.39,1,1,0,0,1,1,1
8.38,1,3,1,1,0,0,1
7.0,0,0,0,0,2,3,1
7.13,2,3,1,0,1,1,1
7.17,3,0,0,0,2,3,1
4.37,2,1,0,0,0,2,0
4.31,3,0,1,0,1,1,0
6.36,3,1,0,0,0,1,1
8.03,2,3,1,0,2,3,1
7.9,0,2,1,0,2,3,1
4.75,2,1,1,1,3,1,1
4.17,0,3,1,0,1,1,0
8.82,1,3,1,0,0,0,1
5.19,0,1,0,1,0,0,0
8.47,2,1,0,0,0,0,1
4.92,2,1,0,1,3,3,1
6.06,1,3,1,1,3,2,1
9.33,1,3,1,1,1,1,1
4.13,3,1,1,1,3,2,1
7.48,0,2,1,1,0,2,1
9.69,2,1,1,0,2,0,1
9.95,3,1,0,0,0,0,1
8.34,2,2,1,0,0,3,1
6.47,1,3,1,1,3,1,1
5.91,0,1,1,0,1,2,1
8.92,0,2,1,0,3,0,1
5.44,3,2,1,1,3,1,1
9.64,1,0,0,0,3,2,1
5.84,0,1,0,1,1,1,0
9.17,2,3,0,0,2,0,1
6.4,2,2,1,1,0,3,1
8.8,0,2,1,0,1,3,1
5.26,3,3,0,1,2,0,1
9.64,0,2,0,1,3,1,1
7.86,1,0,1,0,2,3,1
4.63,0,3,1,0,1,2,1
6.18,2,3,0,1,0,3,1
4.45,2,0,0,1,0,2,0
4.9,3,2,1,1,0,1,1
9.15,0,2,0,0,3,2,1
5.6,0,1,0,1,0,3,0
4.02,3,3,1,0,0,1,1
5.86,3,1,1,0,3,2,1
9.55,3,3,1,0,2,0,1
9.78,2,2,0,1,3,3,1
6.39,3,1,1,0,2,0,1
7.15,3,0,1,0,0,3,1
5.55,1,1,0,1,2,2,1
8.02,3,0,0,1,1,1,1
6.81,0,1,1,1,2,3,1
6.95,0,0,1,1,2,1,1
4.07,1,2,1,0,3,3,1
8.57,3,1,1,0,3,0,1
6.1,0,0,1,0,3,3,1
6.12,2,0,0,0,0,3,1
7.98,2,0,1,1,1,0,1
5.75,2,1,1,1,3,2,1
4.06,3,0,0,1,3,1,1
7.99,2,0,0,0,1,3,1
5.73,1,0,1,1,1,0,0
7.22,1,3,0,0,2,3,1
4.56,2,3,0,0,1,0,0
4.16,3,2,0,1,0,3,1
5.56,1,1,1,1,1,2,1
4.39,0,3,1,1,3,0,1
8.96,3,2,1,1,1,2,1
5.28,2,2,0,1,0,1,1
6.04,3,3,1,1,1,1,1
6.37,0,3,1,1,3,1,1
7.92,0,2,0,0,1,1,1
4.43,2,2,1,0,2,0,1
8.98,3,2,1,1,3,2,1
4.82,0,0,1,0,3,3,1
9.69,0,1,0,0,1,1,1
8.58,0,3,0,0,2,0,1
7.92,1,3,1,0,1,3,1
4.67,3,0,1,0,0,3,1
9.97,3,3,1,0,3,1,1
7.08,1,0,1,0,3,0,1
8.74,0,3,1,0,0,3,1
7.97,3,3,1,1,2,2,1
7.23,1,1,1,0,0,0,1
9.38,2,3,1,1,0,3,1
5.65,3,2,1,1,3,3,1
6.13,0,0,1,1,2,2,1
4.97,0,0,0,0,2,1,0
9.2,1,2,0,0,3,0,1
6.67,3,2,0,0,3,3,1
5.49,1,2,0,1,1,0,0
9.97,0,3,0,0,0,0,1
7.76,0,1,1,0,3,2,1
5.49,0,1,1,1,2,0,0
8.76,0,1,1,0,3,2,1
8.41,2,2,1,1,1,2,1
7.28,1,0,1,1,2,0,1
7.75,0,3,1,0,1,2,1
9.88,1,0,1,0,3,0,1
9.53,0,2,1,0,2,1,1
6.2,3,0,0,0,0,2,1
8.56,3,3,0,1,3,3,1
8.11,0,2,1,1,3,3,1
4.79,2,0,0,0,3,1,1
6.38,3,2,0,1,1,0,1
9.5,1,3,0,1,1,3,1
5.61,1,0,0,0,3,0,0
4.5,0,0,1,0,2,0,0
4.07,2,2,0,1,2,0,0
6.34,1,3,0,0,1,3,1
9.47,0,3,1,0,2,0,1
7.1,0,1,0,0,1,0,0
7.59,2,3,0,1,0,0,1
4.37,2,2,0,0,3,0,1
4.43,3,0,1,1,1,2,1
7.54,1,1,1,0,0,0,1
5.87,0,1,1,1,2,1,1
7.83,2,0,1,0,1,3,1
5.29,0,0,1,1,0,2,0
9.26,1,1,1,1,2,0,1
6.7,0,0,1,0,3,0,1
5.92,0,1,0,0,3,3,1
8.21,3,2,1,1,1,3,1
8.38,0,0,0,0,0,0,0
6.67,1,0,0,0,1,1,0
6.29,1,3,1,0,1,3,1
6.93,3,0,1,1,2,3,1
4.05,0,3,1,1,3,1,1
9.1,2,2,0,1,1,3,1
9.36,2,1,1,1,2,2,1
7.23,1,0,0,1,0,2,1
9.31,2,3,0,1,2,3,1
5.04,1,2,1,0,2,3,1
9.03,1,0,0,0,1,2,1
7.48,2,3,0,1,0,0,1
9.28,2,3,1,1,2,1,1
7.32,0,3,0,1,3,1,1
4.92,0,0,1,1,2,2,0
6.96,2,2,1,0,3,1,1
9.14,2,1,1,0,0,2,1
7.58,0,2,0,0,3,1,1
4.22,1,2,0,0,0,0,0
8.5,2,0,0,1,3,3,1
9.85,3,1,1,0,2,2,1
6.31,0,0,1,1,0,2,0
6.35,1,3,1,0,3,1,1
5.18,0,2,1,1,3,0,1
4.14,1,2,0,1,0,3,0
5.55,0,2,0,0,3,2,1
8.77,2,2,0,1,0,2,1
9.32,1,3,1,1,3,0,1
7.56,2,2,0,1,3,2,1
9.42,2,1,1,0,3,2,1
7.49,0,0,1,0,2,0,1
9.33,2,0,0,1,1,0,1
9.04,3,1,0,1,0,2,1
7.97,0,2,1,1,2,3,1
9.07,2,1,0,0,1,3,1
8.95,1,3,1,1,2,2,1
7.46,0,0,1,1,3,1,1
4.19,0,2,1,0,2,3,1
6.87,0,1,0,0,1,1,0
7.95,1,1,1,1,2,1,1
4.23,1,2,0,1,2,1,0
9.1,0,3,1,1,1,1,1
8.6,2,1,1,0,2,0,1
9.7,0,3,1,0,0,2,1
8.93,0,2,1,1,2,1,1
7.74,0,0,1,1,0,1,1
9.3,0,3,0,1,2,1,1
9.84,0,2,0,0,1,1,1
8.26,3,1,1,1,2,2,1
7.67,0,2,1,1,0,3,1
9.38,2,2,0,0,0,2,1
5.89,2,0,0,0,1,2,1
9.52,2,0,0,0,2,0,1
9.64,0,1,1,1,3,2,1
5.96,2,3,0,0,1,2,1
5.77,3,2,1,1,3,3,1
5.78,3,3,0,0,0,3,1
5.11,3,0,1,1,2,1,1
9.28,1,3,0,1,0,0,1
5.8,2,0,1,1,3,0,1
6.81,1,3,1,1,0,1,1
4.79,0,1,0,0,2,3,0
8.69,3,3,1,0,2,2,1
4.42,3,0,0,1,1,2,1
5.54,3,1,0,1,1,2,1
4.31,3,1,0,0,0,0,0
7.42,2,2,1,0,0,1,1
8.43,2,1,0,0,3,2,1
9.68,1,0,0,0,3,3,1
4.86,2,2,0,1,0,2,1
8.52,2,2,1,1,1,2,1
6.54,2,2,1,1,3,1,1
4.27,1,1,0,0,2,2,0
9.66,3,0,0,0,2,3,1
9.88,1,2,0,1,1,3,1
4.49,1,1,1,0,2,3,1
7.22,0,3,0,1,0,3,1
7.54,2,3,0,0,0,0,1
5.67,2,1,1,0,0,1,1
8.04,0,0,0,0,0,2,1
8.63,0,3,0,1,1,3,1
7.43,2,3,1,0,0,2,1
6.63,0,3,0,0,1,0,1
9.06,3,0,0,1,1,3,1
6.49,0,0,0,1,1,0,0
4.33,0,0,0,0,3,0,0
7.08,0,0,1,0,1,1,1
6.25,0,2,1,1,1,0,1
6.46,3,0,1,1,3,1,1
6.83,0,0,0,0,0,1,0
5.25,0,0,1,0,1,2,0
4.67,0,2,1,1,3,0,1
5.92,2,0,0,1,3,0,1
5.07,0,0,0,1,2,1,0
6.16,1,0,0,1,2,2,1
9.91,3,0,0,1,1,1,1
7.59,0,3,0,1,1,0,1
7.52,3,2,0,0,2,2,1
7.8,3,3,0,1,1,3,1
9.56,1,2,0,0,2,0,1
8.4,3,1,1,1,0,0,1
8.96,2,1,1,0,2,3,1
5.61,0,1,1,0,0,2,0
6.36,1,0,1,0,1,3,1
5.78,0,1,1,0,0,3,1
6.83,2,2,1,0,2,0,1
7.58,0,3,0,1,3,0,1
8.76,1,2,1,1,0,0,1
5.59,3,0,1,0,2,3,1
4.98,1,1,0,1,1,1,0
9.32,2,0,1,1,1,1,1
4.21,1,0,1,1,2,2,1
7.73,1,0,1,1,2,0,1
9.85,3,2,1,0,2,3,1
8.19,1,0,0,0,1,1,1
7.56,2,3,0,1,1,2,1
5.02,0,1,0,1,1,3,0
8.84,2,2,0,0,1,0,1
9.45,3,3,1,0,3,0,1
7.42,2,2,1,0,2,3,1
5.04,1,2,0,0,3,2,1
7.28,3,0,0,0,1,3,1
6.55,3,2,0,0,1,0,1
4.33,0,2,1,1,1,2,0
8.69,1,3,0,1,2,0,1
5.08,2,1,1,0,2,0,1
5.9,0,3,0,1,0,2,1
7.05,1,2,0,0,3,3,1
8.08,0,1,0,1,2,2,1
8.71,1,1,1,1,0,3,1
6.53,3,2,0,0,0,3,1
9.82,0,1,1,0,3,3,1
5.97,1,2,1,0,2,1,1
8.52,3,1,1,0,1,1,1
7.08,0,2,1,0,1,3,1
8.19,0,0,1,1,1,0,1
8.96,0,0,1,1,1,2,1
7.88,1,3,0,1,1,1,1
4.16,1,0,1,1,3,2,1
4.55,1,1,0,0,3,3,1
7.82,2,3,1,0,2,1,1
6.98,2,1,1,1,1,1,1
7.59,0,2,0,1,3,3,1
5.99,1,2,0,0,0,1,0
7.48,1,1,0,1,2,2,1
6.04,2,3,0,0,0,1,1
8.91,3,0,0,0,1,1,1
7.26,1,2,0,0,2,2,1
5.96,2,0,1,0,1,0,0
7.06,1,0,0,0,1,2,1
5.02,1,2,1,1,1,1,1
8.73,0,1,0,1,0,2,1
7.42,3,0,0,1,3,3,1
4.53,2,1,0,1,2,3,1
7.03,0,1,0,0,0,1,0
9.48,0,1,1,0,1,2,1
4.1,0,1,1,0,3,3,1
4.01,2,3,0,0,2,1,1
4.05,1,3,0,1,2,1,1
7.24,3,1,1,1,3,3,1
4.03,2,3,1,1,0,2,1
6.54,0,1,1,1,2,3,1
9.99,2,0,1,0,3,3,1
6.39,2,1,1,1,2,3,1
8.41,2,0,1,1,1,3,1
5.9,0,1,1,0,3,0,1
5.33,3,3,1,0,3,1,1
4.09,0,0,0,0,1,3,0
5.38,0,0,0,1,0,3,0
5.0,1,1,1,1,2,0,1
4.04,1,2,0,1,2,2,1
4.51,0,3,0,0,0,3,0
5.91,1,0,1,0,2,3,1
6.69,3,0,0,0,3,0,1
4.13,1,2,0,1,2,0,0
5.66,1,0,0,0,2,0,0
4.89,0,1,0,0,2,3,0
9.35,2,0,0,1,3,3,1
6.67,3,3,1,0,0,1,1
4.81,3,0,0,1,3,3,1
7.13,0,0,1,1,2,0,1
9.75,1,1,1,1,2,3,1
7.44,2,0,1,0,3,0,1
7.74,1,0,1,1,2,3,1
4.03,3,3,0,1,2,3,1
6.43,2,3,0,0,3,1,1
4.36,1,0,1,1,1,2,0
5.25,3,1,1,1,0,3,1
7.57,0,3,0,0,2,2,1
5.35,1,1,1,0,0,0,0
7.73,1,2,0,0,1,0,1
6.94,1,0,0,0,1,2,1
9.26,2,1,0,1,3,1,1
6.26,1,2,1,1,2,2,1
5.76,1,3,1,0,0,0,1
9.21,1,0,1,0,1,1,1
6.49,1,2,1,1,3,1,1
4.38,0,1,1,0,0,0,0
6.27,2,1,0,0,0,2,1
9.42,2,3,1,0,2,0,1
6.06,2,1,1,0,2,3,1
4.78,0,0,0,0,3,1,0
8.9,1,2,0,0,1,0,1
9.3,1,0,1,1,1,3,1
5.07,2,0,1,0,1,1,0
5.25,2,0,1,0,3,1,1
4.15,1,0,1,0,2,3,1
5.81,2,3,1,0,2,3,1
8.43,0,1,1,0,2,3,1
9.26,1,0,0,1,3,2,1
7.85,3,1,1,0,2,2,1
9.19,3,0,1,1,0,0,1
5.54,3,3,0,1,3,0,1
9.27,2,1,0,0,3,2,1
6.9,3,1,1,1,1,1,1
8.3,0,0,1,1,0,0,1
7.77,2,3,1,0,0,0,1
5.66,2,1,0,1,2,0,1
7.33,0,0,0,1,1,1,1
8.58,3,0,1,1,3,2,1
9.26,3,3,0,1,0,3,1
6.87,1,2,1,1,2,3,1
5.88,1,2,1,1,1,3,1
9.59,1,1,0,0,1,0,1
8.44,0,2,0,0,2,0,1
4.58,0,0,0,1,2,3,0
7.78,1,0,0,0,3,3,1
4.83,3,0,0,0,3,3,1
8.99,1,3,0,1,3,2,1
8.2,2,2,0,1,0,0,1
4.84,3,0,0,0,2,2,1
6.66,0,0,0,0,3,2,1
9.32,2,1,0,0,2,0,1
7.04,1,2,0,1,2,3,1
8.49,0,0,0,1,1,3,1
5.68,0,0,0,1,0,0,0
9.35,2,1,1,0,2,3,1
7.66,1,3,1,1,1,1,1
7.58,2,3,1,0,0,0,1
5.83,2,2,1,0,2,0,1
4.21,1,0,0,0,0,2,0
6.34,0,3,1,1,3,2,1
7.15,0,2,0,0,3,2,1
6.46,0,2,0,0,2,0,1
7.74,3,2,0,1,1,3,1
4.85,3,0,1,1,3,0,1
8.0,0,0,1,0,1,1,1
8.09,2,1,0,0,3,3,1
9.99,0,3,0,1,0,2,1
5.66,2,2,1,0,1,0,1
5.01,0,0,0,0,2,1,0
8.36,1,2,1,1,2,2,1
5.48,1,0,1,0,0,0,0
9.7,3,1,1,1,0,1,1
4.59,0,0,1,0,3,1,0
4.15,0,0,1,0,3,0,0
6.88,2,2,1,0,1,2,1
5.13,1,1,1,0,1,3,1
4.35,0,3,0,1,3,1,1
4.78,1,1,0,1,2,1,0
7.86,2,3,1,0,1,3,1
6.08,2,1,0,0,3,3,1
7.51,3,2,1,0,3,1,1
8.75,0,0,1,1,1,2,1
4.76,0,3,0,1,3,0,1
9.09,3,1,1,1,3,1,1
4.62,1,2,1,1,0,2,1
4.04,1,1,0,1,2,2,0
6.39,0,1,0,0,2,2,1
8.85,1,0,0,0,0,2,1
6.9,0,0,0,0,3,1,1
6.75,1,1,1,1,1,0,1
8.53,2,1,1,0,3,1,1
7.59,3,0,1,0,2,0,1
6.04,3,3,1,0,2,0,1
7.41,0,3,0,0,3,1,1
8.64,3,1,1,0,2,1,1
9.66,0,0,0,0,0,2,1
8.36,0,2,0,0,1,0,1
9.76,1,3,1,1,0,1,1
5.59,3,1,1,0,0,1,1
9.22,2,3,1,1,0,3,1
5.96,2,0,0,0,0,2,0
5.12,2,0,0,1,2,0,0
8.68,1,1,1,0,0,3,1
5.56,2,0,0,0,1,2,1
7.2,2,3,0,1,1,2,1
9.24,0,1,0,1,2,0,1
6.94,1,1,1,1,1,3,1
5.67,3,1,1,1,1,1,1
7.84,1,3,1,1,3,0,1
8.46,1,0,1,0,2,0,1
5.26,3,0,0,0,2,1,1
6.36,3,3,0,0,1,3,1
6.38,0,1,1,1,1,0,0
6.67,3,0,0,1,2,2,1
5.54,2,1,0,0,1,1,1
4.59,3,2,1,1,1,3,1
5.86,0,1,0,0,3,3,1
5.22,2,2,1,1,3,2,1
9.08,1,2,0,0,2,2,1
7.98,3,1,1,0,0,2,1
6.1,1,3,1,1,0,1,1
8.18,0,0,0,1,2,0,1
7.9,2,3,1,0,0,3,1
8.32,0,0,0,1,2,0,1
9.45,3,2,0,0,3,2,1
5.77,1,0,0,0,2,3,1
5.01,1,1,0,1,1,0,0
7.01,2,2,1,1,1,0,1
7.08,2,0,0,1,2,0,1
5.39,0,0,1,1,1,3,1
6.03,2,1,1,1,3,0,1
8.46,1,3,0,0,0,2,1
4.23,1,1,1,0,1,0,0
5.99,2,3,1,0,3,3,1
6.1,1,2,0,0,1,2,1
8.08,1,1,0,0,1,2,1
9.73,0,3,0,1,3,0,1
7.5,0,2,1,0,0,0,1
9.73,3,0,0,0,2,0,1
4.58,2,0,1,0,3,3,1
5.53,0,3,1,1,3,3,1
6.46,3,2,1,1,1,3,1
6.8,2,3,1,1,1,2,1
8.11,0,0,0,1,3,2,1
7.82,2,1,0,0,0,0,1
5.47,1,1,1,0,0,2,0
4.18,2,1,1,0,1,3,1
8.81,3,0,0,0,1,3,1
7.16,1,2,0,1,3,1,1
